game,score,train_time,len_buff
1013,441.0,7.5167,200000
1014,630.0,7.4924,200000
1015,609.0,9.4941,200000
1016,693.0,11.842,200000
1017,651.0,9.1929,200000
1018,546.0,8.0546,200000
1019,609.0,7.8168,200000
1020,693.0,7.7303,200000
1021,609.0,7.4916,200000
1022,630.0,8.1382,200000
1023,609.0,9.2545,200000
1024,651.0,7.1918,200000
1025,504.0,6.5487,200000
1026,672.0,7.3714,200000
1027,483.0,6.6383,200000
1028,651.0,8.8847,200000
1029,609.0,9.2985,200000
1030,504.0,7.7493,200000
1031,420.0,7.0132,200000
1032,525.0,7.6748,200000
1033,357.0,4.3726,200000
1034,567.0,7.3433,200000
1035,672.0,9.2585,200000
1036,546.0,7.7056,200000
1037,483.0,9.6239,200000
1038,651.0,7.2048,200000
1039,651.0,8.3138,200000
1040,252.0,4.3867,200000
1041,231.0,4.7172,200000
1042,672.0,9.8497,200000
1043,588.0,11.2394,200000
1044,630.0,6.5559,200000
1045,231.0,4.7304,200000
1046,630.0,9.0812,200000
1047,630.0,9.1145,200000
1048,315.0,4.5062,200000
1049,336.0,3.9496,200000
1050,609.0,9.2854,200000
1051,483.0,8.5959,200000
1052,546.0,7.1133,200000
1053,399.0,5.8647,200000
1054,420.0,7.1295,200000
1055,357.0,6.5338,200000
1056,609.0,8.1592,200000
1057,651.0,7.4968,200000
1058,483.0,6.6275,200000
1059,189.0,2.5465,200000
1060,630.0,8.5184,200000
1061,546.0,5.2676,200000
1062,588.0,9.593,200000
1063,651.0,8.9811,200000
1064,588.0,7.9676,200000
1065,651.0,11.4214,200000
1066,630.0,11.8752,200000
1067,630.0,9.9342,200000
1068,672.0,9.8534,200000
1069,399.0,6.4205,200000
1070,546.0,9.2677,200000
1071,630.0,9.48,200000
1072,651.0,10.3148,200000
1073,609.0,9.1984,200000
1074,651.0,8.8521,200000
1075,231.0,4.0803,200000
1076,483.0,5.6307,200000
1077,672.0,12.5751,200000
1078,609.0,8.4173,200000
1079,546.0,8.0329,200000
1080,588.0,9.3678,200000
1081,378.0,5.1079,200000
1082,630.0,11.3343,200000
1083,357.0,5.469,200000
1084,609.0,10.214,200000
1085,588.0,9.9897,200000
1086,483.0,7.2932,200000
1087,357.0,5.1649,200000
1088,378.0,4.1207,200000
1089,231.0,4.2268,200000
1090,630.0,9.1817,200000
1091,672.0,11.6619,200000
1092,651.0,8.7471,200000
1093,462.0,7.0534,200000
1094,210.0,4.9629,200000
1095,588.0,7.4052,200000
1096,504.0,6.159,200000
1097,630.0,8.6896,200000
1098,609.0,7.7202,200000
1099,567.0,9.0205,200000
1100,609.0,10.1416,200000
1101,399.0,7.1662,200000
1102,651.0,7.8786,200000
1103,693.0,8.0239,200000
1104,399.0,5.1514,200000
1105,399.0,5.9818,200000
1106,693.0,9.7084,200000
1107,420.0,8.4693,200000
1108,378.0,5.8292,200000
1109,525.0,6.8293,200000
1110,672.0,7.4116,200000
1111,294.0,5.0364,200000
1112,609.0,9.0984,200000
1113,399.0,5.258,200000
1114,651.0,10.287,200000
1115,462.0,7.8516,200000
1116,336.0,4.6782,200000
1117,630.0,7.5806,200000
1118,399.0,5.9576,200000
1119,420.0,6.0222,200000
1120,630.0,8.1627,200000
1121,651.0,9.7605,200000
1122,462.0,8.5642,200000
1123,378.0,4.6193,200000
1124,609.0,7.9216,200000
1125,399.0,5.9887,200000
1126,651.0,8.8775,200000
1127,693.0,7.4943,200000
1128,357.0,5.6824,200000
1129,399.0,6.0617,200000
1130,378.0,6.9292,200000
1131,609.0,7.6096,200000
1132,609.0,7.6839,200000
1133,630.0,9.3601,200000
1134,399.0,5.007,200000
1135,693.0,10.4066,200000
1136,630.0,8.552,200000
1137,525.0,6.8384,200000
1138,630.0,7.7567,200000
1139,693.0,10.1324,200000
1140,378.0,4.9278,200000
1141,588.0,8.9425,200000
1142,630.0,9.362,200000
1143,462.0,7.1361,200000
1144,630.0,9.658,200000
1145,252.0,4.5561,200000
1146,609.0,8.7866,200000
1147,525.0,6.6332,200000
1148,546.0,7.1173,200000
1149,630.0,7.1473,200000
1150,525.0,5.1058,200000
1151,567.0,9.4436,200000
1152,483.0,5.8821,200000
1153,609.0,5.782,200000
1154,609.0,8.0181,200000
1155,567.0,7.8719,200000
1156,588.0,8.3797,200000
1157,441.0,5.9021,200000
1158,630.0,8.8956,200000
1159,651.0,8.7767,200000
1160,231.0,4.6166,200000
1161,315.0,4.8733,200000
1162,357.0,4.5141,200000
1163,399.0,4.9285,200000
1164,420.0,7.2557,200000
1165,504.0,6.3069,200000
1166,609.0,10.0949,200000
1167,609.0,8.3945,200000
1168,609.0,10.4062,200000
1169,588.0,7.0866,200000
1170,294.0,4.0488,200000
1171,504.0,6.3593,200000
1172,609.0,8.547,200000
1173,420.0,6.8139,200000
1174,336.0,5.109,200000
1175,357.0,4.7881,200000
1176,651.0,8.3261,200000
1177,462.0,5.0569,200000
1178,651.0,9.2529,200000
1179,630.0,9.4659,200000
1180,567.0,9.1779,200000
1181,630.0,7.6471,200000
1182,399.0,5.8049,200000
1183,630.0,9.4572,200000
1184,651.0,8.4755,200000
1185,651.0,9.4753,200000
1186,315.0,6.7911,200000
1187,189.0,4.6335,200000
1188,357.0,4.4588,200000
1189,126.0,2.0255,200000
1190,630.0,10.2532,200000
1191,546.0,8.0139,200000
1192,420.0,5.8732,200000
1193,336.0,4.5134,200000
1194,735.0,9.0825,200000
1195,651.0,7.7954,200000
1196,609.0,10.2121,200000
1197,630.0,11.0795,200000
1198,252.0,4.158,200000
1199,462.0,7.2417,200000
1200,420.0,6.3405,200000
1201,630.0,9.2726,200000
1202,441.0,7.986,200000
1203,651.0,9.7655,200000
1204,630.0,7.9524,200000
1205,693.0,9.4944,200000
1206,672.0,8.111,200000
1207,441.0,7.3902,200000
1208,525.0,8.182,200000
1209,630.0,9.5828,200000
1210,462.0,6.6508,200000
1211,630.0,9.1207,200000
1212,567.0,7.4053,200000
1213,525.0,8.7597,200000
1214,462.0,6.2348,200000
1215,672.0,10.9013,200000
1216,567.0,7.8403,200000
1217,525.0,6.3283,200000
1218,651.0,9.026,200000
1219,357.0,4.6651,200000
1220,630.0,8.2319,200000
1221,672.0,10.1912,200000
1222,651.0,8.6539,200000
1223,567.0,6.6266,200000
1224,672.0,9.4597,200000
1225,336.0,4.7445,200000
1226,483.0,6.1053,200000
1227,672.0,8.2292,200000
1228,630.0,10.6178,200000
1229,399.0,6.1486,200000
1230,546.0,7.5969,200000
1231,630.0,9.423,200000
1232,483.0,5.6175,200000
1233,336.0,4.4263,200000
1234,378.0,5.8853,200000
1235,525.0,5.9876,200000
1236,672.0,7.4194,200000
1237,525.0,6.365,200000
1238,651.0,12.0761,200000
1239,483.0,7.85,200000
1240,525.0,7.361,200000
1241,441.0,6.2679,200000
1242,651.0,9.9029,200000
1243,630.0,8.8127,200000
1244,609.0,6.9195,200000
1245,651.0,7.6891,200000
1246,399.0,5.8293,200000
1247,672.0,8.2512,200000
1248,609.0,8.6994,200000
1249,294.0,4.508,200000
1250,294.0,6.6006,200000
1251,441.0,5.077,200000
1252,546.0,5.206,200000
1253,357.0,4.8668,200000
1254,693.0,6.9734,200000
1255,609.0,8.6327,200000
1256,651.0,6.6854,200000
1257,609.0,6.8875,200000
1258,441.0,8.4526,200000
1259,651.0,6.8212,200000
1260,336.0,7.5653,200000
1261,651.0,8.3953,200000
1262,630.0,9.8248,200000
1263,189.0,3.656,200000
1264,651.0,9.8417,200000
1265,525.0,7.9431,200000
1266,693.0,6.9382,200000
1267,630.0,8.502,200000
1268,714.0,8.708,200000
1269,483.0,5.8848,200000
1270,630.0,8.0119,200000
1271,441.0,7.0174,200000
1272,462.0,6.4497,200000
1273,504.0,7.0116,200000
1274,357.0,6.5255,200000
1275,630.0,8.2779,200000
1276,588.0,8.3646,200000
1277,420.0,5.8414,200000
1278,651.0,7.5751,200000
1279,462.0,8.8385,200000
1280,567.0,7.8376,200000
1281,357.0,6.1699,200000
1282,252.0,3.3595,200000
1283,588.0,7.0268,200000
1284,462.0,5.9945,200000
1285,651.0,9.2831,200000
1286,483.0,6.7162,200000
1287,693.0,9.2469,200000
1288,588.0,7.8589,200000
1289,231.0,3.5254,200000
1290,693.0,10.5272,200000
1291,525.0,6.8316,200000
1292,651.0,8.174,200000
1293,630.0,8.9888,200000
1294,693.0,9.1242,200000
1295,252.0,3.0437,200000
1296,546.0,7.1434,200000
1297,525.0,10.4905,200000
1298,504.0,6.1144,200000
1299,630.0,10.6914,200000
1300,252.0,5.1599,200000
1301,672.0,7.0505,200000
1302,399.0,5.1369,200000
1303,483.0,6.7456,200000
1304,651.0,7.6045,200000
1305,420.0,6.4167,200000
1306,441.0,4.411,200000
1307,672.0,7.9255,200000
1308,609.0,8.5561,200000
1309,462.0,5.6681,200000
1310,651.0,7.4138,200000
1311,609.0,6.2899,200000
1312,672.0,7.2444,200000
1313,294.0,4.4232,200000
1314,483.0,5.8859,200000
1315,651.0,7.801,200000
1316,378.0,4.3801,200000
1317,651.0,9.4158,200000
1318,399.0,6.0767,200000
1319,588.0,8.6506,200000
1320,273.0,5.4973,200000
1321,630.0,6.7973,200000
1322,252.0,4.7688,200000
1323,630.0,9.8783,200000
1324,357.0,4.864,200000
1325,336.0,4.7165,200000
1326,378.0,4.5487,200000
1327,672.0,8.7394,200000
1328,651.0,9.6662,200000
1329,441.0,6.2129,200000
1330,630.0,9.1452,200000
1331,630.0,11.4073,200000
1332,630.0,7.3454,200000
1333,630.0,8.2404,200000
1334,399.0,5.3432,200000
1335,735.0,7.1067,200000
1336,420.0,6.7264,200000
1337,252.0,3.1263,200000
1338,672.0,8.1156,200000
1339,651.0,7.7946,200000
1340,273.0,4.4686,200000
1341,630.0,8.8329,200000
1342,399.0,7.2046,200000
1343,252.0,3.6738,200000
1344,252.0,5.4157,200000
1345,609.0,8.9666,200000
1346,609.0,9.7405,200000
1347,651.0,9.6713,200000
1348,315.0,6.5687,200000
1349,672.0,13.4139,200000
1350,189.0,2.5998,200000
1351,441.0,5.8236,200000
1352,462.0,7.5476,200000
1353,567.0,8.4249,200000
1354,630.0,6.1097,200000
1355,252.0,4.044,200000
1356,630.0,7.8845,200000
